mol_id,mol_name,mol_url,target_name,target_id,drugbank_id
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Prostaglandin G/H synthase 2,94,290
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Retinoic acid receptor RXR-alpha,158,459
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Alpha-1B adrenergic receptor,216,632
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Beta-2 adrenergic receptor,261,766
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Dipeptidyl peptidase IV,332,952
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Heat shock protein HSP 90,444,1939
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Trypsin-1,2928,3176
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Nuclear receptor coactivator 1,3279,6228
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Calmodulin,3907,465
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Nuclear receptor coactivator 2,3276,6241
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,cAMP-dependent protein kinase inhibitor alpha,3586,6264
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Apoptosis regulator Bcl-2,86,273
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Interleukin-6,351,1159
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Caspase-3,4087,N/A
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Cell division control protein 2 homolog,431,1771
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Cytochrome P450 1A2,724,4200
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,G2/mitotic-specific cyclin-B1,4219,N/A
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Cell division protein kinase 7,537,3482
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Cytochrome P450 2C9,3937,4757
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Beta-1 adrenergic receptor,63,193
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Sodium-dependent noradrenaline transporter,186,540
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Alpha-1A adrenergic receptor,191,556
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Sodium-dependent dopamine transporter,239,713
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Beta-lactamase,499,2478
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Amine oxidase [flavin-containing] A,566,3941
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Alcohol dehydrogenase 1C,727,517
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Lysozyme,1172,2300
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Bacillolysin,1961,2457
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Trypsin-3,3952,2886
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Alpha-1B adrenergic receptor,216,632
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Amine oxidase [flavin-containing] B,565,3939
MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,DNA topoisomerase II,287,817
MOL002931,scutellarin,https://tcmsp-e.com/molecule.php?qn=2931,Coagulation factor Xa,79,239
MOL002931,scutellarin,https://tcmsp-e.com/molecule.php?qn=2931,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687
MOL002931,scutellarin,https://tcmsp-e.com/molecule.php?qn=2931,Bcl-2-like protein 1,4054,N/A
MOL002931,scutellarin,https://tcmsp-e.com/molecule.php?qn=2931,Activator of 90 kDa heat shock protein ATPase homolog 1,4007,N/A
MOL002931,scutellarin,https://tcmsp-e.com/molecule.php?qn=2931,Caspase-3,4087,N/A
MOL002931,scutellarin,https://tcmsp-e.com/molecule.php?qn=2931,Protein kinase C gamma type,4473,N/A
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,"Nitric oxide synthase, inducible",3,7
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Prostaglandin G/H synthase 1,6,20
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Androgen receptor,48,146
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Sodium channel protein type 5 subunit alpha,70,220
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Prostaglandin G/H synthase 2,94,290
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Estrogen receptor beta,307,869
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Dipeptidyl peptidase IV,332,952
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Heat shock protein HSP 90,444,1939
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Cell division protein kinase 2,482,2240
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Serine/threonine-protein kinase Chk1,647,5790
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Trypsin-1,2928,3176
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Calmodulin,3907,465
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,Nuclear receptor coactivator 1,3279,6228
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,"Nitric oxide synthase, inducible",3,7
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Prostaglandin G/H synthase 1,6,20
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Estrogen receptor,46,136
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Androgen receptor,48,146
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Peroxisome proliferator activated receptor gamma,78,238
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Prostaglandin G/H synthase 2,94,290
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Dipeptidyl peptidase IV,332,952
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,"Glycogen phosphorylase, muscle form",350,1152
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Mitogen-activated protein kinase 14,402,1540
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Glycogen synthase kinase-3 beta,422,1721
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Heat shock protein HSP 90,444,1939
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Cell division protein kinase 2,482,2240
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Serine/threonine-protein kinase Chk1,647,5790
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Trypsin-1,2928,3176
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Nuclear receptor coactivator 2,3276,6241
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,Calmodulin,3907,465
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,"Nitric oxide synthase, inducible",3,7
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Thrombin,17,54
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Potassium voltage-gated channel subfamily H member 2,37,101
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Estrogen receptor,46,136
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Androgen receptor,48,146
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Sodium channel protein type 5 subunit alpha,70,220
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Peroxisome proliferator activated receptor gamma,78,238
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Coagulation factor Xa,79,239
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Prostaglandin G/H synthase 2,94,290
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Coagulation factor VII,123,369
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,DNA topoisomerase II,287,817
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Estrogen receptor beta,307,869
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Dipeptidyl peptidase IV,332,952
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,"Glycogen phosphorylase, muscle form",350,1152
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Glycogen synthase kinase-3 beta,422,1721
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Heat shock protein HSP 90,444,1939
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Serine/threonine-protein kinase Chk1,647,5790
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Trypsin-1,2928,3176
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Nuclear receptor coactivator 2,3276,6241
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Calcium-activated potassium channel subunit alpha 1,3727,610
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,Calmodulin,3907,465
MOL002935,Baicalin,https://tcmsp-e.com/molecule.php?qn=2935,Coagulation factor Xa,79,239
MOL002935,Baicalin,https://tcmsp-e.com/molecule.php?qn=2935,DNA topoisomerase II,287,817
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,"Nitric oxide synthase, inducible",3,7
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Prostaglandin G/H synthase 1,6,20
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Estrogen receptor,46,136
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Androgen receptor,48,146
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Sodium channel protein type 5 subunit alpha,70,220
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Peroxisome proliferator activated receptor gamma,78,238
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Prostaglandin G/H synthase 2,94,290
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Coagulation factor VII,123,369
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Estrogen receptor beta,307,869
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Dipeptidyl peptidase IV,332,952
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Peroxisome proliferator activated receptor delta,396,1502
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Mitogen-activated protein kinase 14,402,1540
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Glycogen synthase kinase-3 beta,422,1721
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Heat shock protein HSP 90,444,1939
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Cell division protein kinase 2,482,2240
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Serine/threonine-protein kinase Chk1,647,5790
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Trypsin-1,2928,3176
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Nuclear receptor coactivator 2,3276,6241
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Nuclear receptor coactivator 1,3279,6228
MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2936,Calmodulin,3907,465
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Prostaglandin G/H synthase 1,6,20
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Sodium channel protein type 5 subunit alpha,70,220
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Prostaglandin G/H synthase 2,94,290
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Retinoic acid receptor RXR-alpha,158,459
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Alpha-1B adrenergic receptor,216,632
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Beta-2 adrenergic receptor,261,766
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Heat shock protein HSP 90,444,1939
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Calmodulin,3907,465
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,Nuclear receptor coactivator 1,3279,6228
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Progesterone receptor,209,614
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Prostaglandin G/H synthase 1,6,20
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Muscarinic acetylcholine receptor M3,16,51
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Potassium voltage-gated channel subfamily H member 2,37,101
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Muscarinic acetylcholine receptor M1,38,103
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Sodium channel protein type 5 subunit alpha,70,220
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Coagulation factor Xa,79,239
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Prostaglandin G/H synthase 2,94,290
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,5-hydroxytryptamine receptor 3A,113,341
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Retinoic acid receptor RXR-alpha,158,459
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Alpha-1B adrenergic receptor,216,632
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Beta-2 adrenergic receptor,261,766
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Alpha-1D adrenergic receptor,272,789
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Heat shock protein HSP 90,444,1939
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Nuclear receptor coactivator 2,3276,6241
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Calmodulin,3907,465
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Progesterone receptor,209,614
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Nuclear receptor coactivator 2,3276,6241
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Prostaglandin G/H synthase 1,6,20
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Prostaglandin G/H synthase 2,94,290
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Heat shock protein HSP 90,444,1939
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Potassium voltage-gated channel subfamily H member 2,37,101
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Dopamine D1 receptor,7,23
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Muscarinic acetylcholine receptor M3,16,51
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Muscarinic acetylcholine receptor M1,38,103
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Sodium channel protein type 5 subunit alpha,70,220
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Muscarinic acetylcholine receptor M4,154,450
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,5-hydroxytryptamine 2A receptor,175,502
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Alpha-1A adrenergic receptor,191,556
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Muscarinic acetylcholine receptor M2,210,617
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Alpha-1B adrenergic receptor,216,632
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Beta-2 adrenergic receptor,261,766
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Neuronal acetylcholine receptor subunit alpha-2,284,813
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Sodium-dependent serotonin transporter,290,824
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Mu-type opioid receptor,299,847
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Gamma-aminobutyric acid receptor subunit alpha-1,309,872
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Cytochrome P450-cam,1143,2298
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Apoptosis regulator Bcl-2,86,273
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Apoptosis regulator BAX,4033,N/A
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Caspase-9,4090,N/A
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Transcription factor AP-1,414,1629
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Caspase-3,4087,N/A
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Caspase-8,4089,N/A
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Protein kinase C alpha type,4469,N/A
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Transforming growth factor beta-1,4568,N/A
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Serum paraoxonase/arylesterase 1,357,1198
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,Microtubule-associated protein 2,3987,1852
MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,Progesterone receptor,209,614
MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,Nuclear receptor coactivator 2,3276,6241
MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,Mineralocorticoid receptor,252,737
MOL000396,(+)-Syringaresinol,https://tcmsp-e.com/molecule.php?qn=396,Potassium voltage-gated channel subfamily H member 2,37,101
MOL000396,(+)-Syringaresinol,https://tcmsp-e.com/molecule.php?qn=396,Sodium channel protein type 5 subunit alpha,70,220
MOL000396,(+)-Syringaresinol,https://tcmsp-e.com/molecule.php?qn=396,Coagulation factor Xa,79,239
MOL000396,(+)-Syringaresinol,https://tcmsp-e.com/molecule.php?qn=396,Prostaglandin G/H synthase 2,94,290
MOL000396,(+)-Syringaresinol,https://tcmsp-e.com/molecule.php?qn=396,DNA topoisomerase II,287,817
MOL000396,(+)-Syringaresinol,https://tcmsp-e.com/molecule.php?qn=396,Nuclear receptor coactivator 2,3276,6241
MOL000396,(+)-Syringaresinol,https://tcmsp-e.com/molecule.php?qn=396,Calmodulin,3907,465
MOL000396,(+)-Syringaresinol,https://tcmsp-e.com/molecule.php?qn=396,Heat shock protein HSP 90,444,1939
MOL000458,campesterol,https://tcmsp-e.com/molecule.php?qn=458,Progesterone receptor,209,614
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,"Nitric oxide synthase, inducible",3,7
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,Prostaglandin G/H synthase 1,6,20
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,Androgen receptor,48,146
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,Peroxisome proliferator activated receptor gamma,78,238
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,Prostaglandin G/H synthase 2,94,290
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,Dipeptidyl peptidase IV,332,952
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,Heat shock protein HSP 90,444,1939
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,Cell division protein kinase 2,482,2240
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,Serine/threonine-protein kinase Chk1,647,5790
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,"Nitric oxide synthase, inducible",3,7
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Prostaglandin G/H synthase 1,6,20
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Thrombin,17,54
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Potassium voltage-gated channel subfamily H member 2,37,101
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Androgen receptor,48,146
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Sodium channel protein type 5 subunit alpha,70,220
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Coagulation factor Xa,79,239
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Prostaglandin G/H synthase 2,94,290
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,"Nitric-oxide synthase, endothelial",95,291
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Coagulation factor VII,123,369
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,DNA topoisomerase II,287,817
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,Estrogen receptor beta,307,869
