Gene Name,UniProt ID
PFDN6,O15212
PPP4R4,Q6NUP7
PTPN18,Q99952
RNF152,Q8N8N0
SLC15A3,Q8IY34
UBP1,Q9NZI7
USE1,Q9NZ43
ZNF219,Q9P2Y4
BUD31,P41223
DDX19B,Q9UMR2
LRRC10,Q5BKY1
RRP8,O43159
UTY,O14607
ZBTB4,Q9P1Z0
ZFAND4,Q86XD8
ABTB3,A6QL63
ARL8A,Q96BM9
CCDC85A,Q96PX6
CMTM6,Q9NX76
DOK4,Q8TEW6
INTS13,Q9NVM9
IRF2BP1,Q8IU81
LRRC37A3,O60309
MRPS35,P82673
PDZK1IP1,Q13113
PHACTR3,Q96KR7
SCFD2,Q8WU76
TBC1D25,Q3MII6
TMED7,Q9Y3B3
TRIAP1,O43715
WBP4,O75554
ZHX3,Q9H4I2
ZNF516,Q92618
APOL6,Q9BWW8
ARMT1,Q9H993
CCDC102B,Q68D86
CDY1,Q9Y6F8
DACT3,Q96B18
DSN1,Q9H410
DYDC1,Q8WWB3
FBRSL1,Q9HCM7
GAS2L3,Q86XJ1
GPR89B,P0CG08
IGSF5,Q9NSI5
LRRC41,Q15345
MARCHF3,Q86UD3
MED8,Q96G25
NAP1L3,Q99457
NYAP2,Q9P242
PTMS,P20962
RCOR3,Q9P2K3
SUPT7L,O94864
TM9SF3,Q9HD45
TMT1A,Q9H8H3
WDR17,Q8IZU2
ZNF665,Q9H7R5
CRTAM,O95727
DCUN1D4,Q92564
NOMO3,P69849
PDF,Q9HBH1
ELOA2,Q8IYF1
FAM149A,A5PLN7
FER1L5,A0AVI2
HERC6,Q8IVU3
PLEKHA4,Q9H4M7
RBM11,P57052
RIPPLY3,P57055
SINHCAF,Q9NP50
TBRG4,Q969Z0
TMEM200A,Q86VY9
TRIL,Q7L0X0
UBE3D,Q7Z6J8
ZDBF2,Q9HCK1
ZNF440,Q8IYI8
ZNF444,Q8N0Y2
C17orf75,Q9HAS0
CD300LD,Q6UXZ3
DCAF12L2,Q5VW00
GPR142,Q7Z601
MRPL41,Q8IXM3
NBPF15,Q8N660
OR2T1,O43869
OSCP1,Q8WVF1
PDCD7,Q8N8D1
PLEKHH1,Q9ULM0
ZNF251,Q9BRH9
EXD3,Q8N9H8
JCAD,Q9P266
MANBAL,Q9NQG1
SLC25A34,Q6PIV7
TCAF2,A6NFQ2
CLEC18A,A5D8T8
LRRC70,Q7Z2Q7
MCRIP1,C9JLW8
RGPD1,P0DJD0
GOLGA6L2,Q8N9W4
GPATCH11,Q8N954
YY2,O15391
ZNF227,Q86WZ6
ZNF823,P16415
TIGD5,Q53EQ6
WDR64,B1ANS9
ZNF442,Q9H7R0
PIRT,P0C851
RAD51AP2,Q09MP3
DELEC1,Q9P2X7
ZFP82,Q8N141
TRIM64C,A6NLI5
LINC01549,A6NIU2
LINC00299,Q6ZSB3
OR52P1,Q8NH57
EPHB1,P54762
CDK7,P50613
UGT1A9,O60656
CRK,P46108
ADNP,Q9H2P0
AOX1,Q06278
CERS2,Q96G23
DUT,P33316
ESD,P10768
FGF12,P61328
MYBPC1,Q00872
NDUFA10,O95299
ASPH,Q12797
MANBA,O00462
NDN,Q99608
HKDC1,Q2TB90
IRS4,O14654
MTNR1A,P48039
NPTX1,Q15818
PTTG1,O95997
ADD2,P35612
ANKRD1,Q15327
DOK1,Q99704
HOXA10,P31260
KLK15,Q9H2R5
MCPH1,Q8NEM0
MPST,P25325
NAPEPLD,Q6IQ20
OSTF1,Q92882
PIK3C2G,O75747
PTP4A2,Q12974
RBM10,P0DW28
SERPINB8,P50452
SOAT2,O75908
VAV2,P52735
XRCC2,O43543
CCNT1,O60563
CHD1L,Q86WJ1
FMO1,Q01740
MAP3K9,P80192
UAP1,Q16222
ARHGAP9,Q9BRR9
CYP2S1,Q96SQ9
GLG1,Q92896
UBE2E1,P51965
MFAP4,P55083
RNF40,O75150
MSRB1,Q9NZV6
OLIG1,Q8TAK6
PARVB,Q9HBI1
PIGF,Q07326
SIRPG,Q9P1W8
DNAJC10,Q8IXB1
HRK,O00198
INSIG2,Q9Y5U4
ALPK3,Q96L96
FAM177A1,Q8N128
RFFL,Q8WZ73
TMBIM6,P55061
DCP2,Q8IU60
FUNDC1,Q8IVP5
LPAR5,Q9H1C0
MLIP,Q5VWP3
NAPG,Q99747
NUCKS1,Q9H1E3
PINX1,Q96BK5
PLD4,Q96BZ4
RUSC1,Q9BVN2
PRPSAP1,Q14558
SIVA1,O15304
SOCS4,Q8WXH5
ARRDC4,Q8NCT1
MS4A3,Q96HJ5
SNN,O75324
QPCTL,Q9NXS2
TMBIM1,Q969X1
JMJD8,Q96S16
OR2C1,O95371
SERPINB11,Q96P15
SNX12,Q9UMY4
GPR75,O95800
KIR2DS1,Q14954
LINC01547,P58512
GABBR2,O75899
ACAT2,Q9BWD1
CDK5R1,Q15078
GABRA4,P48169
GNRHR,P30968
RPS6KA2,Q15349
GOT1,P17174
GYS2,P54840
NQO2,P16083
PTPRA,P18433
SLC6A6,P31641
DPAGT1,Q9H3H5
GPC4,O75487
HTR2C,P28335
KAT7,O95251
PPP3R1,P63098
SOS2,Q07890
TNIK,Q9UKE5
XRCC4,Q13426
CYP26B1,Q9NR63
DGKZ,Q13574
HGS,O14964
MDH1,P40925
POLK,Q9UBT6
TLE1,Q04724
ENTPD5,O75356
MICU1,Q9BPX6
QPCT,Q16769
SKIL,P12757
SLC22A1,O15245
ACSL3,O95573
AKAP9,Q99996
ANK2,Q01484
CCDC88A,Q3V6T2
CNDP1,Q96KN2
DNMT3L,Q9UJW3
HMGB3,O15347
HSD17B1,P14061
KALRN,O60229
NUDC,Q9Y266
PNPLA8,Q9NP80
PRKAR2A,P13861
RABGEF1,Q9UJ41
RAD52,P43351
RCOR1,Q9UKL0
RYR3,Q15413
SDC3,O75056
TCAP,O15273
ZFYVE9,O95405
ATP13A3,Q9H7F0
CAMKK1,Q8N5S9
CD37,P11049
COPS3,Q9UNS2
CYP4B1,P13584
EN1,Q05925
HECW2,Q9P2P5
MLH3,Q9UHC1
MLLT10,P55197
NAB2,Q15742
NFYA,P23511
PSMD13,Q9UNM6
RAD54B,Q9Y620
RAPGEF2,Q9Y4G8
UBE2G1,P62253
ANO6,Q4KMQ2
ATG10,Q9H0Y0
CEPT1,Q9Y6K0
DPM3,Q9P2X0
HIVEP2,P31629
INPP4B,O15327
ITIH3,Q06033
MCAT,Q8IVS2
MEOX2,P50222
NDUFS5,O43920
NGEF,Q8N5V2
NMB,P08949
OTUD6B,Q8N6M0
PCDH10,Q9P2E7
SLC6A20,Q9NP91
TRIM29,Q14134
TSN,Q15631
TUBA3E,Q6PEY2
VPS4B,O75351
APOBEC3B,Q9UH17
B3GNT2,Q9NY97
CDK18,Q07002
CPNE1,Q99829
DNAJC7,Q99615
ITPK1,Q13572
MSH4,O15457
MT1X,P80297
MYOZ2,Q9NPC6
NUMBL,Q9Y6R0
PACSIN2,Q9UNF0
PCOLCE,Q15113
POU2F3,Q9UKI9
PTPRE,P23469
RSPO3,Q9BXY4
SCD5,Q86SK9
TAOK3,Q9H2K8
TIAL1,Q01085
TMOD2,Q9NZR1
ABHD6,Q9BV23
APBA3,O96018
ARHGEF15,O94989
ART3,Q13508
CACNG7,P62955
CALY,Q9NYX4
DACH1,Q9UI36
HS3ST3B1,Q9Y662
MAP4K5,Q9Y4K4
NDUFB4,O95168
NRDC,O43847
NUP188,Q5SRE5
OMD,Q99983
PLCD4,Q9BRC7
SCGN,O76038
SLC44A4,Q53GD3
STEAP2,Q8NFT2
TP53I3,Q53FA7
TPST2,O60704
ANO7,Q6IWH7
CLGN,O14967
COL5A3,P25940
DAGLB,Q8NCG7
DRAM2,Q6UX65
FGD3,Q5JSP0
FGFBP1,Q14512
MS4A6A,Q9H2W1
NAB1,Q13506
NPFFR2,Q9Y5X5
NUDT6,P53370
PKDCC,Q504Y2
PTPMT1,Q8WUK0
PYHIN1,Q6K0P9
SSBP3,Q9BWW4
TAF10,Q12962
ARHGAP10,A1A4S6
COX7A1,P24310
KIZ,Q2M2Z5
LSM14A,Q8ND56
PEAR1,Q5VY43
PMFBP1,Q8TBY8
PRPS1L1,P21108
TADA2A,O75478
ABHD4,Q8TB40
CACNG6,Q9BXT2
CELF5,Q8N6W0
CGN,Q9P2M7
COX17,Q14061
GFUS,Q13630
HLA-DOA,P06340
MPP2,Q14168
MYO1F,O00160
NUDT3,O95989
PGP,A6NDG6
RASIP1,Q5U651
RCAN3,Q9UKA8
S100A3,P33764
SAP30BP,Q9UHR5
SLA,Q13239
SNX17,Q15036
SPATA22,Q8NHS9
SRPX,P78539
TRPM5,Q9NZQ8
ZDHHC2,Q9UIJ5
DOK3,Q7L591
EI24,O14681
EVL,Q9UI08
HTR3E,A5X5Y0
LARP6,Q9BRS8
SCAF11,Q99590
STK17A,Q9UEE5
TECRL,Q5HYJ1
TLE5,Q08117
TMEM199,Q8N511
UXT,Q9UBK9
WDR41,Q9HAD4
ART1,P52961
EAPP,Q56P03
ELFN1,P0C7U0
ETV7,Q9Y603
FOXN2,P32314
ISLR,O14498
KLF3,P57682
MICAL3,Q7RTP6
ORAI3,Q9BRQ5
OSBPL10,Q9BXB5
SAMSN1,Q9NSI8
SPIN1,Q9Y657
TP53AIP1,Q9HCN2
CLNS1A,P54105
CYP4F11,Q9HBI6
DMAC2L,Q99766
FAM114A1,Q8IWE2
GNRH2,O43555
LRRC14,Q15048
PLA2G12B,Q9BX93
PPM1M,Q96MI6
SOX15,O60248
SPSB1,Q96BD6
TMEM9,Q9P0T7
TSPAN4,O14817
ARHGAP25,P42331
FERRY3,Q9NQ89
FRMPD2,Q68DX3
HDX,Q7Z353
HTR3D,Q70Z44
IAH1,Q2TAA2
INHBC,P55103
LILRA1,O75019
NBPF3,Q9H094
NGRN,Q9NPE2
PACC1,Q9H813
PEBP4,Q96S96
PLSCR2,Q9NRY7
PRPSAP2,O60256
RPAIN,Q86UA6
SLC22A17,Q8WUG5
STK32A,Q8WU08
TXNL4B,Q9NX01
ACOXL,Q9NUZ1
CLIC6,Q96NY7
CST5,P28325
JAKMIP2,Q96AA8
MTARC1,Q5VT66
SLAIN2,Q9P270
TLCD4,Q96MV1
TMEM39A,Q9NV64
ASNSD1,Q9NWL6
FAM210B,Q96KR6
PARVG,Q9HBI0
SPRR2A,P35326
TMEM176B,Q3YBM2
TSC22D4,Q9Y3Q8
ANKRD36,A6QL64
C6orf58,Q6P5S2
EBPL,Q9BY08
ELFN2,Q5R3F8
GAREM2,Q75VX8
IGFL3,Q6UXB1
LPIN3,Q9BQK8
PSME3IP1,Q9GZU8
RBMY1A1,P0DJD3
SERPINE3,A8MV23
SLC17A4,Q9Y2C5
TEX36,Q5VZQ5
TMEM176A,Q96HP8
ZC3H10,Q96K80
ANKRD12,Q6UB98
APOL5,Q9BWW9
CABS1,Q96KC9
CTIF,O43310
GLYATL2,Q8WU03
KBTBD3,Q8NAB2
ZSWIM1,Q9BR11
CSRNP1,Q96S65
H4C15,P62805
SLAMF9,Q96A28
ZNF827,Q17R98
C18orf54,Q8IYD9
RSKR,Q96LW2
DDTL,A6NHG4
SPINDOC,Q9BUA3
SPINK6,Q6UWN8
ZNF774,Q6NX45
IGFL1,Q6UW32
IGFL2,Q6UWQ7
DEFB106B,Q8N104
EBLN1,P0CF75
ERVK13-1,Q9NX77
LINC00322,Q6ZN03
TTTY10,Q9BZA0
TPH2,Q8IWU9
THRA,P10827
CACNA1D,Q01668
CACNA1E,Q15878
CDC7,O00311
KCND3,Q9UK17
FDPS,P14324
PNKP,Q96T60
RORB,Q92753
TNKS,O95271
TUBB1,Q9H4B7
ADRA2C,P18825
CPT1B,Q92523
ITPR2,Q14571
KCNA5,P22460
KDM4B,O94953
TNKS2,Q9H2K2
EPS15,P42566
GABRG3,Q99928
GCNT2,Q8N0V5
KCND2,Q9NZV8
STIP1,P31948
UGT8,Q16880
VAMP1,P23763
BTC,P35070
CHD3,Q12873
CHST3,Q7LGC8
EED,O75530
EIF3F,O00303
HDAC10,Q969S8
HIP1,O00291
LRP4,O75096
MBD4,O95243
MCOLN1,Q9GZU1
NRXN3,Q9Y4C0
PDHA2,P29803
PITX1,P78337
POLR1C,O15160
PTH2R,P49190
PTPRG,P23470
PYGB,P11216
RBBP4,Q09028
RPIA,P49247
SYT2,Q8N9I0
TNNI2,P48788
TNNT3,P45378
UQCRC1,P31930
CHSY1,Q86X52
CRYM,Q14894
DAGLA,Q9Y4D2
EFNA4,P52798
EN2,P19622
GALR3,O60755
GNB4,Q9HAV0
HMGCS1,Q01581
MED23,Q9ULK4
OSGEP,Q9NPF4
PDE4C,Q08493
PDE9A,O76083
PMPCA,Q10713
PSMB6,P28072
PTPN7,P35236
UBE2K,P61086
ADAMTS18,Q8TE60
CCNE2,O96020
CCNK,O75909
CKS1B,P61024
CLMP,Q9H6B4
CLP1,Q92989
COLEC10,Q9Y6Z7
COLGALT1,Q8NBJ5
DEGS1,O15121
EFNA3,P52797
FDX1,P10109
GSTZ1,O43708
HK3,P52790
HOMER2,Q9NSB8
HSD17B2,P37059
KCNK4,Q9NYG8
MCC,P23508
NKX2-2,O95096
P2RX6,O15547
PFKFB4,Q16877
PTPRT,O14522
RAPGEF4,Q8WZA2
SLC25A21,Q9BQT8
SLC29A4,Q7RTT9
SMARCA1,P28370
TGFB1I1,O43294
TNNC1,P63316
TSEN2,Q8NCE0
VSNL1,P62760
AFG2A,Q8NB90
ALDH1L1,O75891
ART4,Q93070
ATAD3A,Q9NVI7
ATG3,Q9NT62
ATP5PF,P18859
BRF1,Q92994
CBLN1,P23435
CDH6,P55285
CHMP1A,Q9HD42
CNTN4,Q8IWV2
CYP26C1,Q6V0L0
DKK2,Q9UBU2
DMGDH,Q9UI17
GNAZ,P19086
GPSM2,P81274
HOXA5,P20719
LY6E,Q16553
MAP3K13,O43283
MAPRE2,Q15555
MR1,Q95460
MSRB3,Q8IXL7
MTA3,Q9BTC8
NUP50,Q9UKX7
OMG,P23515
OS9,Q13438
PIM3,Q86V86
QSOX1,O00391
RBFOX2,O43251
RNF4,P78317
SC5D,O75845
SCNN1D,P51172
SEC24B,O95487
SLC17A6,Q9P2U8
TBCB,Q99426
TRAK1,Q9UPV9
VPS41,P49754
AIFM2,Q9BRQ8
ANO3,Q9BYT9
ARAP1,Q96P48
AS3MT,Q9HBK9
ATP5PB,P24539
CAMTA1,Q9Y6Y1
CDH9,Q9ULB4
CUL7,Q14999
EBF3,Q9H4W6
EEF1E1,O43324
ESCO2,Q56NI9
GPR37L1,O60883
GRAP,Q13588
HS2ST1,Q7LGA3
INSL3,P51460
LEFTY1,O75610
MAST4,O15021
METTL1,Q9UBP6
NAPB,Q9H115
NDUFB2,O95178
NELL2,Q99435
P2RX5,Q93086
PAPPA2,Q9BXP8
PDE7B,Q9NP56
PDIA2,Q13087
PEG10,Q86TG7
PHC1,P78364
POLR2D,O15514
QPRT,Q15274
RAB33B,Q9H082
SLC15A2,Q16348
SLC23A2,Q9UGH3
SLC44A2,Q8IWA5
SNX3,O60493
THBS3,P49746
TNNI1,P19237
TNS1,Q9HBL0
TOR1AIP1,Q5JTV8
TPD52,P55327
TSEN15,Q8WW01
UBAP1,Q9NZ09
DOCK10,Q96BY6
FUBP1,Q96AE4
GPR39,O43194
GPR50,Q13585
GTPBP2,Q9BX10
IP6K2,Q9UHH9
LYRM7,Q5U5X0
MRPS23,Q9Y3D9
NAGK,Q9UJ70
NCK2,O43639
NPLOC4,Q8TAT6
PRIM2,P49643
S1PR4,O95977
SDF4,Q9BRK5
SLITRK2,Q9H156
SNTB1,Q13884
SRGAP3,O43295
SUPT4H1,P63272
TIGAR,Q9NQ88
TOMM70,O94826
UBE2E2,Q96LR5
AK7,Q96M32
ARHGAP6,O43182
ARHGEF28,Q8N1W1
ASPM,Q8IZT6
ATG4A,Q8WYN0
ATP1B3,P54709
B4GAT1,O43505
BMP10,O95393
BRF2,Q9HAW0
CDC42BPA,Q5VT25
CISD1,Q9NZ45
COL15A1,P39059
DKK4,Q9UBT3
DMTN,Q08495
DYNLRB2,Q8TF09
ENOX1,Q8TC92
EPB41L2,O43491
GGA3,Q9NZ52
GLIPR1,P48060
GPR12,P47775
HS6ST2,Q96MM7
ISCA1,Q9BUE6
LDB2,O43679
LMBR1,Q8WVP7
MED12L,Q86YW9
NCBP2,P52298
NETO1,Q8TDF5
NT5C1B,Q96P26
OSBPL2,Q9H1P3
PACSIN1,Q9BY11
PACSIN3,Q9UKS6
PIP4K2C,Q8TBX8
PMF1,Q6P1K2
PPT2,Q9UMR5
PYCR3,Q53H96
RABGGTB,P53611
RGS12,O14924
RGS8,P57771
RLIM,Q9NVW2
RNF7,Q9UBF6
SEC24A,O95486
SEPTIN5,Q99719
SIGLEC15,Q6ZMC9
SLX4,Q8IY92
SRSF11,Q05519
STOX1,Q6ZVD7
SUSD2,Q9UGT4
SV2C,Q496J9
TBC1D5,Q92609
TESK1,Q15569
TFDP2,Q14188
THSD7A,Q9UPZ6
TKTL1,P51854
TNS4,Q8IZW8
USP3,Q9Y6I4
USP30,Q70CQ3
VPS25,Q9BRG1
VWA1,Q6PCB0
YBX2,Q9Y2T7
AHRR,A9YTQ3
ALKBH1,Q13686
ATP6V0D1,P61421
BYSL,Q13895
CDKN2AIP,Q9NXV6
CHPT1,Q8WUD6
CHST10,O43529
CRYBA2,P53672
DTL,Q9NZJ0
EME1,Q96AY2
EPN1,Q9Y6I3
EXOC3,O60645
GLCE,O94923
HBP1,O60381
KLF11,O14901
MAP1S,Q66K74
MARCKSL1,P49006
MYO18B,Q8IUG5
NAT8,Q9UHE5
NIPSNAP2,O75323
NPFFR1,Q9GZQ6
PCSK4,Q6UW60
PDXDC1,Q6P996
POU6F2,P78424
PRND,Q9UKY0
PSME2,Q9UL46
RAB11FIP2,Q7L804
RAP1GAP,P47736
RASGRF2,O14827
REPS1,Q96D71
RIOK3,O14730
RNASE4,P34096
RNF128,Q8TEB7
RNF146,Q9NTX7
RTN1,Q16799
SOX13,Q9UN79
STXBP5,Q5T5C0
TENM1,Q9UKZ4
TGS1,Q96RS0
THADA,Q6YHU6
TMEM11,P17152
TMPRSS5,Q9H3S3
TOMM7,Q9P0U1
TXNDC9,O14530
UBE2M,P61081
UBE2O,Q9C0C9
UBXN6,Q9BZV1
ULK4,Q96C45
WDR12,Q9GZL7
ZC3HC1,Q86WB0
ZFX,P17010
A1BG,P04217
BANP,Q8N9N5
BNIP2,Q12982
BRMS1,Q9HCU9
CSTF2T,Q9H0L4
DOK5,Q9P104
EBF2,Q9HAK2
EGFLAM,Q63HQ2
EPS15L1,Q9UBC2
FBXO38,Q6PIJ6
FOXF2,Q12947
GCA,P28676
GPR182,O15218
INTS1,Q8N201
INTS9,Q9NV88
KPNA5,O15131
MAP3K15,Q6ZN16
MOB3B,Q86TA1
MORF4L2,Q15014
NKX3-2,P78367
PIP4K2B,P78356
PLIN4,Q96Q06
PPP2R5B,Q15173
TOX3,O15405
TPTE,P56180
ZNF331,Q9NQX6
ACIN1,Q9UKV3
ADGRL4,Q9HBW9
ATP6V1G1,O75348
CALCOCO1,Q9P1Z2
CAPG,P40121
CAPN12,Q6ZSI9
CASC3,O15234
CASS4,Q9NQ75
CEMIP2,Q9UHN6
CMIP,Q8IY22
COBL,O75128
CSMD3,Q7Z407
DCUN1D1,Q96GG9
DNAJB9,Q9UBS3
DPF1,Q92782
DPT,Q07507
DYNC1LI1,Q9Y6G9
FBXO5,Q9UKT4
FBXW2,Q9UKT8
FUT5,Q11128
FXYD3,Q14802
GSTT2B,P0CG30
GTF2H2,Q13888
GTF3C1,Q12789
GXYLT1,Q4G148
GXYLT2,A0PJZ3
IFI6,P09912
IRX3,P78415
KRT25,Q7Z3Z0
LMO3,Q8TAP4
MAP4K3,Q8IVH8
ME3,Q16798
MICU2,Q8IYU8
MOB4,Q9Y3A3
MRPS26,Q9BYN8
NDST3,O95803
NDST4,Q9H3R1
NDUFAF7,Q7L592
NOSTRIN,Q8IVI9
NR2F6,P10588
NUDT12,Q9BQG2
OGFR,Q9NZT2
OSBP2,Q969R2
PCTP,Q9UKL6
PHAX,Q9H814
POF1B,Q8WVV4
POU3F1,Q03052
PTDSS2,Q9BVG9
RASA3,Q14644
RBM7,Q9Y580
REEP3,Q6NUK4
SECTM1,Q8WVN6
SLC26A11,Q86WA9
SNX6,Q9UNH7
SOX30,O94993
SRXN1,Q9BYN0
ST6GAL2,Q96JF0
STARD4,Q96DR4
TAF8,Q7Z7C8
TBCA,O75347
TUT7,Q5VYS8
UBL5,Q9BZL1
VPS26B,Q4G0F5
YIPF1,Q9Y548
AIG1,Q9NVV5
ANAPC4,Q9UJX5
ARHGAP44,Q17R89
ARMC2,Q8NEN0
ASAP2,O43150
ASB1,Q9Y576
BIN3,Q9NQY0
CBX8,Q9HC52
CHCHD4,Q8N4Q1
CLVS1,Q8IUQ0
CPA5,Q8WXQ8
CPXM2,Q8N436
CTSW,P56202
ELAPOR1,Q6UXG2
ELOF1,P60002
ENTREP1,Q15884
ERP29,P30040
FKBPL,Q9UIM3
FSTL5,Q8N475
GADL1,Q6ZQY3
GCNT3,O95395
GPR176,Q14439
GTF2F1,P35269
HEG1,Q9ULI3
HEMGN,Q9BXL5
HMG20B,Q9P0W2
HS3ST2,Q9Y278
KIF26B,Q2KJY2
LAPTM4B,Q86VI4
LCMT2,O60294
LRGUK,Q96M69
MFAP1,P55081
MICALL2,Q8IY33
MOGAT2,Q3SYC2
MRM1,Q6IN84
MRM3,Q9HC36
MRPL24,Q96A35
MRTFB,Q9ULH7
MSL2,Q9HCI7
NASP,P49321
PDIA5,Q14554
RNF130,Q86XS8
RTKN,Q9BST9
RTKN2,Q8IZC4
SAV1,Q9H4B6
SCAMP1,O15126
SEC62,Q99442
SIGLEC6,O43699
SIT1,Q9Y3P8
ST6GALNAC2,Q9UJ37
STK32B,Q9NY57
STXBP6,Q8NFX7
TAS1R2,Q8TE23
TMCO5A,Q8N6Q1
TNP1,P09430
TPSD1,Q9BZJ3
TRA2A,Q13595
TRIM13,O60858
TTC29,Q8NA56
TXNDC17,Q9BRA2
ZFAND5,O76080
ANGPTL5,Q86XS5
ANKFN1,Q8N957
ANKRD44,Q8N8A2
ARL4A,P40617
BCL6B,Q8N143
BTBD16,Q32M84
COPS4,Q9BT78
DCBLD2,Q96PD2
DNAJC15,Q9Y5T4
DPH6,Q7L8W6
ERGIC2,Q96RQ1
FAAH2,Q6GMR7
GALP,Q9UBC7
GET1,O00258
GSDMC,Q9BYG8
GSX2,Q9BZM3
H2AC4,P04908
HERC3,Q15034
HILPDA,Q9Y5L2
IKZF4,Q9H2S9
KDM7A,Q6ZMT4
KRT36,O76013
KYAT3,Q6YP21
LYPLAL1,Q5VWZ2
MACC1,Q6ZN28
MZF1,P28698
NKIRAS2,Q9NYR9
P4HA3,Q7Z4N8
PAQR3,Q6TCH7
PDCD2,Q16342
PELO,Q9BRX2
PGAM4,Q8N0Y7
PPAN,Q9NQ55
PRPF18,Q99633
PWP1,Q13610
RBM3,P98179
RETSAT,Q6NUM9
RNASE6,Q93091
RNF25,Q96BH1
SEMA4C,Q9C0C4
SLC16A11,Q8NCK7
SMAP1,Q8IYB5
STAC,Q99469
SUSD4,Q5VX71
TAFA1,Q7Z5A9
TAS2R1,Q9NYW7
THSD7B,Q9C0I4
TMED4,Q7Z7H5
TMEM147,Q9BVK8
TRANK1,O15050
TSPAN15,O95858
TYW3,Q6IPR3
UHRF2,Q96PU4
VWA8,A3KMH1
XPO4,Q9C0E2
ZIC5,Q96T25
ZXDC,Q2QGD7
A1CF,Q9NQ94
ABLIM3,O94929
ABTB2,Q8N961
ALKBH2,Q6NS38
ANKIB1,Q9P2G1
ANKRD13A,Q8IZ07
CAMTA2,O94983
CELF6,Q96J87
CRYBG1,Q9Y4K1
DDX42,Q86XP3
DNAJB8,Q8NHS0
EIF1AY,O14602
EPHX3,Q9H6B9
EPPIN,O95925
FAM168B,A1KXE4
GBA3,Q9H227
GMIP,Q9P107
LAIR2,Q6ISS4
LRRC15,Q8TF66
MRPL45,Q9BRJ2
NKX2-4,Q9H2Z4
NMRAL1,Q9HBL8
PIP4P1,Q86T03
PTTG1IP,P53801
RNF138,Q8WVD3
S100A16,Q96FQ6
SDHAF4,Q5VUM1
SKA2,Q8WVK7
TRIM34,Q9BYJ4
TRMT11,Q7Z4G4
TULP4,Q9NRJ4
ZNF3,P17036
ABHD14B,Q96IU4
ABRA,Q8N0Z2
ACTBL2,Q562R1
AEN,Q8WTP8
AMY1A,P0DUB6
ANKRD7,Q92527
ANKS4B,Q8N8V4
APPL2,Q8NEU8
C10orf71,Q711Q0
C1orf87,Q8N0U7
CCDC12,Q8WUD4
CHST9,Q7L1S5
CLNK,Q7Z7G1
CNOT6,Q9ULM6
CR1L,Q2VPA4
DDX31,Q9H8H2
DENND2D,Q9H6A0
DMBX1,Q8NFW5
DNAJC28,Q9NX36
EPHX4,Q8IUS5
FAIM2,Q9BWQ8
FAM3A,P98173
FBXL20,Q96IG2
FBXO33,Q7Z6M2
FBXW10,Q5XX13
FN3KRP,Q9HA64
GJD4,Q96KN9
GMFG,O60234
GPR108,Q9NPR9
HORMAD2,Q8N7B1
IMPACT,Q9P2X3
KRT40,Q6A162
LDOC1,O95751
LILRA5,A6NI73
MDM1,Q8TC05
MED18,Q9BUE0
NKAIN2,Q5VXU1
NUDCD1,Q96RS6
OTOG,Q6ZRI0
PDCD2L,Q9BRP1
PRDM10,Q9NQV6
PRSS50,Q9UI38
RBM47,A0AV96
RCHY1,Q96PM5
RNF111,Q6ZNA4
SELENOT,P62341
SLC35B4,Q969S0
ST8SIA5,O15466
TMEM245,Q9H330
TREX2,Q9BQ50
TSHZ2,Q9NRE2
WDR70,Q9NW82
WDR76,Q9H967
XIRP2,A4UGR9
ZDHHC1,Q8WTX9
ZNF79,Q15937
ANKRD13D,Q6ZTN6
APOBEC3H,Q6NTF7
ARHGEF40,Q8TER5
C10orf90,Q96M02
C22orf39,Q6P5X5
CUEDC1,Q9NWM3
DIRAS3,O95661
DRAM1,Q8N682
EMC8,O43402
ENDOU,P21128
FASTKD5,Q7L8L6
GAS2L1,Q99501
GGTLC2,Q14390
GPR107,Q5VW38
GPR19,Q15760
HACD2,Q6Y1H2
KBTBD7,Q8WVZ9
LIME1,Q9H400
ODAPH,Q17RF5
OGFRL1,Q5TC84
OSTN,P61366
PLEKHF2,Q9H8W4
PRR16,Q569H4
RNF126,Q9BV68
RSRC2,Q7L4I2
SELENOW,P63302
SH3D19,Q5HYK7
STARD3NL,O95772
THOC7,Q6I9Y2
TM4SF5,O14894
TOX4,O94842
TRIM35,Q9UPQ4
TTC36,A6NLP5
TTC39B,Q5VTQ0
UBFD1,O14562
ZNF385A,Q96PM9
ZNF717,Q9BY31
C9orf78,Q9NZ63
CGREF1,Q99674
DPEP3,Q9H4B8
EMC2,Q15006
FAM117B,Q6P1L5
FAM184A,Q8NB25
FUT11,Q495W5
GPBP1,Q86WP2
GTF3C6,Q969F1
HES4,Q9HCC6
MARCHF1,Q8TCQ1
NACC2,Q96BF6
NT5C3B,Q969T7
RGS13,O14921
RNF39,Q9H2S5
SH3YL1,Q96HL8
ST8SIA6,P61647
TLCD1,Q96CP7
TRIM10,Q9UDY6
ZNF804B,A4D1E1
ANP32E,Q9BTT0
BMERB1,Q96MC5
CLEC3A,O75596
CWF19L2,Q2TBE0
DDX19A,Q9NUU7
DTD1,Q8TEA8
EMC6,Q9BV81
EMC7,Q9NPA0
FBXO22,Q8NEZ5
FJX1,Q86VR8
FSD1,Q9BTV5
HAUS1,Q96CS2
L1TD1,Q5T7N2
LRTM1,Q9HBL6
RANBP6,O60518
RETREG2,Q8NC44
